(-1.0000000000000013, 22)
(-0.9999999999999986, 23)
(-1.0000000000000004, 24)
(-1.0000000000000007, 25)
(-0.9999999999999998, 26)
(-0.9999999999999983, 27)
(-0.9999999999999983, 28)
(-0.9999999999999983, 48)
(-1.0000000000000007, 49)
(-1.0000000000000002, 50)
(-1.0000000000000002, 51)
(-1.0000000000000029, 52)
(-0.9999999999999992, 53)
(-1.0000000000000016, 54)
(-0.9999999999999978, 61)
(-1.0000000000000007, 69)
(-0.9999999999999994, 70)
(-1.0000000000000027, 71)
(-1.0000000000000027, 72)
(-0.999999999999997, 73)
(-1.0000000000000024, 74)
(-1.0000000000000018, 75)
(-0.9999999999999989, 76)
(-1.0000000000000029, 77)
(-1.0000000000000013, 78)
(-1.0000000000000029, 79)
(-1.0000000000000027, 80)
(-0.9999999999999993, 81)
(-1.000000000000002, 82)
(-0.999999999999998, 83)
(-1.0000000000000009, 84)
(-1.0000000000000027, 85)
(-1.0000000000000013, 86)
(-0.9999999999999989, 87)
(-1.0000000000000009, 88)
(-0.9999999999999967, 89)
(-1.0000000000000033, 90)
(-0.9999999999999951, 91)
(-1.0000000000000004, 92)
(-1.0000000000000027, 93)
(-0.9999999999999972, 94)
(-1.0, 95)
(-1.0000000000000018, 96)
(-1.0000000000000013, 97)
(-0.999999999999999, 98)
(-1.0000000000000018, 99)
(-1.0000000000000018, 101)
(-1.0000000000000022, 102)
(-0.9999999999999983, 103)
(-1.0000000000000029, 104)
(-0.9999999999999998, 105)
(-1.0000000000000002, 106)
(-0.9999999999999986, 107)
(-1.000000000000001, 108)
(-1.0000000000000007, 109)
(-1.0000000000000016, 110)
(-1.0000000000000009, 111)
(-0.9999999999999999, 113)
(-0.9999999999999974, 115)
(-1.0000000000000038, 116)
(-0.9999999999999969, 117)
(-0.9999999999999989, 118)
(-1.0, 119)
(-0.9999999999999938, 123)
(-1.0000000000000027, 124)
(-1.0000000000000029, 125)
(-0.9999999999999983, 126)
(-1.000000000000005, 144)
(-0.999999999999997, 147)
(-0.9999999999999911, 258)
(0.9999999999823957, 259)
(-1.0, 307)
(-0.9999999999999978, 308)
(-1.0000000000000009, 310)
(0.999999999999793, 339)
(-0.9999999999998312, 344)
(-0.9999999999997594, 349)
(1.0000000000000016, 350)
(0.999999999999554, 353)
(0.9999999999999886, 354)
(-0.9999999999999954, 355)
(-0.9999999999993925, 359)
(0.9999999999999982, 390)
(1.0000000000000038, 443)
(0.9999999999999992, 555)
(1.0000000000000013, 556)
(1.0000000000000084, 557)
(0.9999999999999994, 570)
(1.0000000000000022, 571)
(0.9999999999999986, 573)
(1.0000000000000018, 574)
(0.999999999999998, 575)
(0.9999999999999977, 576)
(0.9999999999999994, 580)
(0.9999999999999962, 581)
(0.999999999999999, 582)
(1.0000000000000042, 583)
(0.9999999999999988, 584)
(0.9999999999999978, 586)
(0.9999999999999988, 588)
(1.0000000000000009, 589)
(1.0000000000000042, 590)
(1.0000000000000053, 591)
(0.9999999999999983, 592)
(1.0000000000000033, 593)
(1.0000000000000002, 594)
(0.9999999999999967, 595)
(0.9999999999999986, 596)
(0.9999999999999986, 597)
(1.000000000000002, 598)
(0.9999999999999951, 600)
(1.0000000000000027, 601)
(0.9999999999999957, 602)
(0.9999999999999921, 603)
(1.0000000000000049, 604)
(0.9999999999999943, 605)
(1.000000000000003, 606)
(0.9999999999999961, 607)
(1.0000000000000064, 608)
(0.9999999999999988, 609)
(0.9999999999999994, 610)
(1.0000000000000027, 611)
(0.9999999999999992, 612)
(1.0000000000000042, 613)
(0.9999999999999978, 614)
(0.999999999999998, 615)
(1.0000000000000062, 616)
(1.0000000000000027, 617)
(1.0000000000000013, 618)
(0.9999999999999938, 619)
(1.0000000000000049, 620)
(1.0, 621)
(1.0, 622)
(0.999999999999999, 623)
(1.0000000000000047, 624)
(0.9999999999999983, 625)
(0.9999999999999972, 626)
(0.999999999999999, 627)
(1.000000000000001, 628)
(1.000000000000001, 629)
(1.0000000000000018, 630)
(1.0000000000000007, 638)
(1.0000000000000029, 639)
(0.9999999999999969, 645)
(0.9999999999999979, 646)
(1.0000000000000007, 647)
(0.9999999999999959, 648)
(1.0, 649)
(0.9999999999999994, 650)
(0.9999999999999959, 651)
(0.9999999999999968, 671)
(0.9999999999999974, 672)
(1.0000000000000018, 673)
(0.9999999999999982, 674)
(0.9999999999999984, 675)
(0.9999999999999986, 676)
(0.9999999999999983, 677)
(1.000000000000008, 689)
