(0.5533296281852056, 97)
(0.5493904459287311, 98)
(0.5796799296768701, 99)
(0.6047866609060218, 100)
(0.5996850190712861, 101)
(0.6108956512007645, 102)
(0.6148538027647008, 103)
(0.6212212176169641, 104)
(0.6282150969423768, 105)
(0.6349450975152426, 106)
(0.644893423203731, 107)
(0.6402970657635714, 108)
(0.6378843785780212, 109)
(0.6235869055778281, 110)
(0.6003943068038908, 111)
(0.5427888595195131, 112)
(0.5172696015068372, 120)
(0.5043210930524376, 147)
(0.5251236442918772, 148)
(0.5453948388378028, 149)
(0.5224402819430828, 150)
(0.528975705087036, 151)
(0.5197046743062528, 152)
(0.5391572771480674, 153)
(0.5298711076107041, 154)
(0.5704159548851393, 155)
(0.5384626372338512, 156)
(0.5558201800144028, 157)
(0.5703706161199072, 158)
(0.5908242965497518, 159)
(0.6046060703656316, 160)
(0.5856840953452876, 161)
(0.564506872308549, 162)
(0.5796219499474184, 163)
(0.53078134897203, 164)
(0.5335435821647834, 165)
(0.5161049631310558, 166)
(0.5049065940258833, 168)
