(0.9999999999999983, 37)
(1.0000000000000018, 52)
(1.0000000000000027, 58)
(1.0000000000000004, 59)
(0.9999999999999989, 60)
(0.9999999999999986, 72)
(0.9999999999999994, 73)
(1.000000231813017, 74)
(0.999999999999999, 75)
(0.9999999999999993, 76)
(1.0000000000000013, 77)
(0.9999999999999972, 78)
(0.9999999999999993, 79)
(0.9999999999999974, 80)
(1.0000000000000024, 81)
(1.0000000000000018, 82)
(1.0000000000000064, 83)
(1.0000000000000058, 84)
(0.9999999999999906, 85)
(0.9999999999999993, 86)
(1.0000000000000004, 98)
(0.9999999999999996, 99)
(0.9999999999999983, 100)
(1.0000000000000053, 101)
(0.9999999999999992, 102)
(1.0000000000000004, 103)
(0.9999999999999964, 105)
(1.000000000000001, 106)
(1.000000000000002, 107)
(0.9999999999999998, 111)
(0.9999999999999974, 133)
(1.000000000000003, 134)
(1.0000000000000042, 135)
(1.0000000000000036, 136)
(0.9999999999999957, 137)
(1.0000000000000002, 138)
(1.0000000000000002, 152)
(0.9999999999999989, 153)
(0.9999999999999951, 154)
(1.0000000000000053, 155)
(1.0000000000000018, 156)
(0.9999999999999949, 157)
(0.9999999999999993, 158)
(0.9999999999999968, 159)
(0.9999999999999969, 160)
(0.9999999999999972, 161)
(0.9999999999999983, 162)
(1.000000000000007, 163)
(0.9999999999999974, 168)
(0.9999999999999972, 169)
(1.000000000000005, 173)
(0.9999999999999968, 174)
(1.0000000000000009, 175)
(0.9999999999999942, 185)
(1.0000000000000038, 186)
(0.9999999999999958, 187)
(1.0000000000000047, 188)
(0.9999999999999998, 189)
(0.9999999999986905, 190)
(2.0000000000033156, 191)
(2.000000000178077, 192)
(0.9999999999999992, 193)
(0.9999999999999974, 194)
(0.9999999999999992, 209)
(1.0000000000000024, 226)
(1.0000000000000027, 227)
(0.9999999999999989, 241)
(1.0000000000000029, 244)
(0.999999999999998, 252)
(0.9999999999999978, 261)
(-0.9999999999999978, 290)
(-1.0000000000000044, 297)
(-0.9999999999999978, 300)
(-1.000000000000001, 301)
(-1.0000000000000029, 302)
(-0.9999999999999989, 303)
(-1.000000000000001, 304)
(-0.9999999999999974, 305)
(0.999999999999978, 314)
(0.9999999999999984, 320)
(1.0000000000000007, 324)
(0.9999999999999811, 325)
(1.0000000000000007, 326)
(1.0000000000000047, 327)
(0.9999999999999943, 328)
(0.9999999999999918, 330)
(0.9999999997629289, 340)
(0.9999999998748226, 341)
(-0.9999999999999961, 357)
(-0.9999999999999923, 359)
(-0.9999999999999972, 360)
(-1.0000000000000013, 361)
(-0.9999999999999964, 362)
(-0.9999999999999963, 363)
(-0.9999999999999974, 367)
(-0.9999999999999992, 372)
(1.000000000000009, 385)
(1.0, 386)
(1.0000000000000033, 387)
(-1.0000000000000002, 389)
(1.0000000000000007, 393)
(0.9999999999999989, 398)
(1.000000000015035, 414)
(-1.000000000000003, 427)
(-1.0000000000000013, 428)
(-1.000000000000009, 429)
(-1.0000000000000002, 430)
(-0.9999999999999948, 432)
(-0.9999999999999947, 438)
(-1.0000000000000107, 439)
(-0.9999999999999968, 443)
(-1.000000000000217, 444)
(-0.9999999999999983, 446)
(-1.0000000000000009, 460)
(-1.0000000000000098, 461)
(-0.9999999999997908, 462)
(-1.0000000000000013, 464)
(-1.0000000000000069, 478)
(-1.000000000000008, 479)
(-1.0000000005075111, 495)
(-1.0000000000026714, 496)
(-1.9999999999999667, 497)
(-0.9999999999999982, 498)
(-1.0000000000000007, 499)
(-0.9999999999999911, 500)
(-1.0000000000000007, 501)
(-0.9999999999999974, 502)
(-1.0000000000000067, 512)
(-0.9999999999999936, 513)
(-1.0000000000000042, 514)
(-0.9999999999999986, 518)
(-0.9999999999999938, 519)
(-1.0000000000000002, 520)
(-1.0000000000000009, 521)
(-0.9999999999999983, 524)
(-0.9999999999999963, 525)
(-0.9999999999999974, 526)
(-1.0000000000000084, 527)
(-1.0000000000000044, 528)
(-0.9999999999999994, 529)
(-1.000000000000002, 530)
(-1.0000000000000013, 531)
(-1.0000000000000002, 532)
(-1.0000000000000029, 533)
(-1.0000000000000029, 534)
(-0.9999999999999968, 535)
(-1.0000000000000002, 536)
(-1.0000000000000069, 550)
(-0.9999999999999992, 551)
(-0.9999999999999922, 552)
(-1.0000000000000002, 553)
(-1.0000000000000013, 554)
(-0.9999999999999961, 580)
(-1.0000000000000013, 581)
(-1.0000000000000018, 582)
(-1.0000000000000058, 584)
(-1.0000000000000029, 585)
(-1.000000000000001, 586)
(-1.0000000000000038, 587)
(-0.9999999999999998, 588)
(-0.9999999999999941, 589)
(-1.0000000000000044, 590)
(-1.0000000000000002, 591)
(-0.9999999999999948, 601)
(-1.0000000000000073, 602)
(-1.00000000000003, 603)
(-0.9999999999999942, 604)
(-1.000000000000008, 605)
(-1.0000000000000038, 606)
(-0.9999999999999949, 607)
(-1.0000000000000058, 608)
(-0.9999999999999974, 609)
(-1.0000000000000013, 610)
(-1.0000000000000002, 611)
(-0.999999999999998, 612)
(-1.0000000046919861, 613)
(-0.9999999999999983, 614)
(-1.000000000000002, 615)
(-0.9999999999999983, 616)
(-1.0000000000000007, 628)
(-1.0000000000000002, 629)
(-0.9999999999999998, 650)
(-0.9999999999999983, 651)
